0, 0
1, 2
2, 5
3, 5
4, 7
5, 10
6, 9
7, 12
8, 12
9, 16
10, 16
11, 17
12, 18
13, 20
14, 24
15, 21
16, 24
17, 27
18, 28
19, 27
20, 28
21, 30
22, 35
23, 32
24, 33
25, 35
26, 38
27, 39
28, 45
29, 41
30, 42
31, 42
32, 43
33, 50
34, 47
35, 47
36, 48
37, 52
38, 51
39, 56
40, 58
41, 62
42, 59
43, 58
44, 67
45, 61
46, 61
47, 64
48, 68
49, 66
50, 69
51, 76
52, 67
53, 72
54, 75
55, 72
56, 74
57, 79
58, 75
59, 78
60, 83
61, 85
62, 86
63, 82
64, 89
65, 87
66, 89
67, 89
68, 89
69, 96
70, 93
71, 91
72, 95
73, 95
74, 100
75, 99
76, 107
77, 100
78, 105
79, 106
80, 110
81, 109
82, 137
83, 114
84, 117
85, 114
86, 111
87, 117
88, 118
89, 124
90, 149
91, 149
92, 125
93, 122
94, 124
95, 169
96, 124
97, 135
98, 131
99, 140
100, 144
101, 136
102, 134
103, 141
104, 138
105, 138
106, 145
107, 146
108, 141
109, 147
110, 149
111, 147
112, 149
113, 149
114, 155
115, 152
116, 162
117, 166
118, 171
119, 164
120, 172
121, 164
122, 180
123, 177
124, 162
125, 173
126, 170
127, 173
128, 169
129, 171
130, 172
131, 180
132, 180
133, 189
134, 186
135, 185
136, 186
137, 187
138, 205
139, 194
140, 196
141, 188
142, 195
143, 197
144, 197
145, 196
146, 197
147, 198
148, 195
149, 202
150, 197
151, 201
152, 205
153, 205
154, 206
155, 205
156, 206
157, 211
158, 211
159, 221
160, 222
161, 212
162, 217
163, 233
164, 221
165, 220
166, 224
167, 219
168, 221
169, 226
170, 226
171, 229
172, 246
173, 232
174, 236
175, 244
176, 242
177, 235
178, 236
179, 240
180, 240
181, 243
182, 242
183, 243
184, 248
185, 251
186, 250
187, 249
188, 262
189, 257
190, 263
191, 251
192, 258
193, 273
194, 258
195, 265
196, 265
197, 304
198, 280
199, 350
200, 282
201, 311
202, 275
203, 296
204, 292
205, 302
206, 354
207, 304
208, 302
209, 288
210, 311
211, 284
212, 295
213, 288
214, 287
215, 293
216, 288
217, 295
218, 296
219, 308
220, 319
221, 320
222, 318
223, 306
224, 388
225, 385
226, 300
227, 319
228, 310
229, 371
230, 314
231, 337
232, 312
233, 312
234, 325
235, 320
236, 324
237, 347
238, 335
239, 329
240, 337
241, 320
242, 346
243, 363
244, 322
245, 333
246, 334
247, 366
248, 334
249, 326
250, 335
251, 331
252, 339
253, 345
254, 350
255, 364
256, 336
257, 353
258, 378
259, 362
260, 374
261, 351
262, 370
263, 356
264, 364
265, 383
266, 361
267, 380
268, 385
269, 364
270, 388
271, 420
272, 384
273, 382
274, 366
275, 389
276, 386
277, 389
278, 387
279, 423
280, 420
281, 404
282, 395
283, 368
284, 369
285, 385
286, 424
287, 397
288, 412
289, 410
290, 402
291, 419
292, 388
293, 387
294, 390
295, 392
296, 390
297, 391
298, 393
299, 411
300, 415
301, 426
302, 423
303, 401
304, 417
305, 439
306, 423
307, 418
308, 454
309, 454
310, 439
311, 415
312, 455
313, 433
314, 430
315, 435
316, 434
317, 435
318, 423
319, 432
320, 422
321, 430
322, 434
323, 464
324, 459
325, 428
326, 429
327, 426
328, 443
329, 442
330, 444
331, 502
332, 464
333, 454
334, 454
335, 482
336, 457
337, 469
338, 449
339, 477
340, 487
341, 473
342, 476
343, 470
344, 487
345, 489
346, 483
347, 461
348, 480
349, 507
350, 481
351, 478
352, 462
353, 468
354, 473
355, 460
356, 473
357, 498
358, 480
359, 489
360, 493
361, 510
362, 579
363, 501
364, 505
365, 504
366, 524
367, 523
368, 513
369, 500
370, 544
371, 533
372, 490
373, 490
374, 519
375, 487
376, 501
377, 519
378, 532
379, 521
380, 499
381, 510
382, 541
383, 547
384, 503
385, 522
386, 515
387, 512
388, 506
389, 527
390, 524
391, 507
392, 515
393, 558
394, 545
395, 534
396, 526
397, 545
398, 539
399, 577
400, 528
401, 558
402, 664
403, 564
404, 544
405, 560
406, 548
407, 571
408, 563
409, 560
410, 554
411, 562
412, 558
413, 559
414, 583
415, 559
416, 575
417, 569
418, 574
419, 573
420, 580
421, 571
422, 563
423, 595
424, 608
425, 604
426, 587
427, 606
428, 589
429, 776
430, 566
431, 578
432, 566
433, 580
434, 582
435, 587
436, 572
437, 578
438, 573
439, 571
440, 598
441, 575
442, 594
443, 580
444, 586
445, 612
446, 598
447, 592
448, 614
449, 593
450, 645
451, 778
452, 812
453, 903
454, 796
455, 750
456, 719
457, 685
458, 731
459, 614
460, 613
461, 643
462, 648
463, 635
464, 611
465, 627
466, 647
467, 612
468, 620
469, 616
470, 610
471, 621
472, 626
473, 619
474, 625
475, 627
476, 626
477, 637
478, 665
479, 662
480, 632
481, 632
482, 647
483, 662
484, 643
485, 658
486, 671
487, 653
488, 742
489, 663
490, 683
491, 682
492, 691
493, 683
494, 728
495, 738
496, 684
497, 705
498, 670
499, 708
500, 699
501, 689
502, 705
503, 697
504, 688
505, 794
506, 690
507, 701
508, 685
509, 683
510, 680
511, 696
512, 691
513, 708
514, 697
515, 707
516, 716
517, 747
518, 712
519, 739
520, 745
521, 852
522, 763
523, 754
524, 735
525, 731
526, 743
527, 747
528, 743
529, 754
530, 750
531, 757
532, 740
533, 726
534, 760
535, 852
536, 754
537, 780
538, 754
539, 757
540, 764
541, 753
542, 765
543, 771
544, 758
545, 777
546, 780
547, 789
548, 762
549, 774
550, 790
551, 816
552, 746
553, 731
554, 728
555, 738
556, 794
557, 774
558, 773
559, 766
560, 799
561, 782
562, 809
563, 783
564, 784
565, 777
566, 822
567, 764
568, 779
569, 763
570, 752
571, 763
572, 785
573, 822
574, 832
575, 833
576, 872
577, 916
578, 861
579, 791
580, 821
581, 827
582, 816
583, 824
584, 852
585, 956
586, 836
587, 832
588, 802
589, 851
590, 808
591, 809
592, 836
593, 818
594, 898
595, 816
596, 817
597, 819
598, 852
599, 904
600, 826
601, 857
602, 895
603, 924
604, 859
605, 1017
606, 1185
607, 1152
608, 908
609, 915
610, 893
611, 856
612, 869
613, 867
614, 849
615, 810
616, 849
617, 831
618, 875
619, 927
620, 900
621, 943
622, 937
623, 886
624, 880
625, 882
626, 945
627, 934
628, 925
629, 883
630, 948
631, 884
632, 870
633, 893
634, 908
635, 917
636, 923
637, 888
638, 896
639, 909
640, 890
641, 903
642, 859
643, 898
644, 894
645, 872
646, 938
647, 928
648, 900
649, 927
650, 922
651, 994
652, 932
653, 870
654, 875
655, 919
656, 949
657, 941
658, 953
659, 947
660, 964
661, 978
662, 952
663, 917
664, 982
665, 963
666, 941
667, 947
668, 969
669, 964
670, 935
671, 919
672, 1067
673, 1057
674, 995
675, 983
676, 1243
677, 972
678, 965
679, 981
680, 952
681, 912
682, 927
683, 905
684, 950
685, 1024
686, 984
687, 995
688, 951
689, 915
690, 964
691, 952
692, 975
693, 957
694, 990
695, 1017
696, 981
697, 1026
698, 986
699, 962
700, 961
701, 962
702, 1017
703, 965
704, 989
705, 956
706, 986
707, 1052
708, 1006
709, 1005
710, 951
711, 1052
712, 950
713, 1055
714, 974
715, 988
716, 1142
717, 1011
718, 1040
719, 1068
720, 1087
721, 1085
722, 1015
723, 1086
724, 1205
725, 1061
726, 997
727, 1018
728, 988
729, 978
730, 997
731, 999
732, 993
733, 1021
734, 1111
735, 1131
736, 1112
737, 1057
738, 1022
739, 1151
740, 1061
741, 1084
742, 1132
743, 1074
744, 1085
745, 1119
746, 1049
747, 1035
748, 1118
749, 1050
750, 1054
751, 1061
752, 1047
753, 1060
754, 1041
755, 1102
756, 1060
757, 1108
758, 1079
759, 1056
760, 1071
761, 1025
762, 1010
763, 1032
764, 1019
765, 1056
766, 1015
767, 1027
768, 1093
769, 1099
770, 1148
771, 1173
772, 1030
773, 1029
774, 1031
775, 1041
776, 1029
777, 1109
778, 1128
779, 1238
780, 1181
781, 1131
782, 1133
783, 1131
784, 1103
785, 1043
786, 1115
787, 1093
788, 1297
789, 1165
790, 1106
791, 1137
792, 1097
793, 1201
794, 1183
795, 1113
796, 1112
797, 1134
798, 1128
799, 1113
800, 1157
801, 1111
802, 1118
803, 1130
804, 1120
805, 1133
806, 1175
807, 1144
808, 1143
809, 1181
810, 1231
811, 1256
812, 1346
813, 1160
814, 1144
815, 1236
816, 1179
817, 1428
818, 1608
819, 1618
820, 1615
821, 1623
822, 1620
823, 1620
824, 1636
825, 1652
826,
