0, 0
1, 1
2, 3
3, 5
4, 7
5, 8
6, 8
7, 10
8, 12
9, 12
10, 16
11, 17
12, 18
13, 18
14, 19
15, 21
16, 23
17, 29
18, 25
19, 27
20, 27
21, 28
22, 30
23, 33
24, 33
25, 36
26, 36
27, 38
28, 39
29, 41
30, 44
31, 43
32, 44
33, 46
34, 47
35, 51
36, 49
37, 52
38, 51
39, 60
40, 55
41, 57
42, 59
43, 60
44, 65
45, 62
46, 68
47, 66
48, 66
49, 70
50, 72
51, 74
52, 74
53, 77
54, 75
55, 77
56, 76
57, 81
58, 77
59, 92
60, 85
61, 82
62, 88
